"cohort","hgrades","hgrades_c","Cgrades","bparented","bparented_c","pell","hapcl","hprecalc13","hchallenge","hchallenge_c","cSFcareer","cSFcareer_c","hacadpr13","hacadpr13_num","hacadpr13_num_c","tcare","tcare_num","tcare_num_c","firstgen","re_all","living18","sex","StemMaj","StemMaj_c","trnsfr_cr","x_FASt","credit_dose","credit_dose_c","XZ_c","r","r_minus","r_plus","sbmyself","sbvalued","sbcommunity","pgthink","pganalyze","pgwork","pgvalues","pgprobsolve","SEwellness","SEnonacad","SEactivities","SEacademic","SEdiverse","evalexp","sameinst","MHWdacad","MHWdlonely","MHWdmental","MHWdexhaust","MHWdsleep","MHWdfinancial","QIstudent","QIadvisor","QIfaculty","QIstaff","QIadmin","SFcareer","SFotherwork","SFdiscuss","SFperform","id","DE_group_temp","hdc17","DC_student","archetype_id","archetype_name","credit_band"
1,7,0.477746018783177,7,7,0.959116925592805,0,0,0,5,0.501733632469916,2,-0.31734693877551,2,3,-7.1922,5,18,15.4952,0,"Hispanic/Latino","On-campus (residence hall)","Female",0,-0.2402,58,1,4.6,4.05274,4.05274,16,1.1,2.1,4,3,3,2,2,2,2,3,3,2,4,3,4,3,3,5,4,5,4,5,5,5,4,4,5,5,2,3,3,1,2992,2,4,1,9,"Hispanic On-Campus Transitioner","FASt_12plus"
0,7,0.477746018783177,7,5,-1.0408830744072,1,0,0,4,-0.498266367530084,3,0.68265306122449,7,28,17.8078,1,0,-2.5048,0,"Black/African American","Off-campus (rent/apartment)","Male",1,0.7598,7,0,-0.5,-1.04726,0,32,2.7,3.7,1,1,1,3,3,3,2,3,2,2,1,2,1,3,3,2,2,2,2,1,2,5,NA,5,5,5,3,3,2,4,2993,1,2,1,12,"Black Male Striver","non_FASt_1_11"
0,5,-1.52225398121682,7,5,-1.0408830744072,0,1,0,4,-0.498266367530084,3,0.68265306122449,2,3,-7.1922,1,0,-2.5048,0,"Hispanic/Latino","With family (commuting)","Female",0,-0.2402,26,1,1.4,0.852739999999996,0.852739999999996,-4,-0.9,0.1,3,3,2,1,1,1,1,1,1,1,2,1,2,3,3,4,4,4,NA,4,4,2,2,2,2,1,3,1,3,3,2994,2,6,1,1,"Latina Commuter Caretaker","FASt_12plus"
0,5,-1.52225398121682,6,8,1.9591169255928,1,0,0,4,-0.498266367530084,2,-0.31734693877551,3,8,-2.1922,1,0,-2.5048,0,"Other/Multiracial/Unknown","On-campus (residence hall)","Male",0,-0.2402,4,0,-0.8,-1.34726,0,-9,-1.4,-0.4,3,3,3,3,4,4,4,3,3,3,4,3,4,2,3,NA,4,4,4,NA,4,6,5,5,6,5,2,3,3,1,2995,1,1,0,8,"Multiracial Bridge-Builder","non_FASt_1_11"
0,7,0.477746018783177,7,7,0.959116925592805,0,0,0,4,-0.498266367530084,2,-0.31734693877551,2,3,-7.1922,1,0,-2.5048,1,"Black/African American","On-campus (residence hall)","Female",1,0.7598,21,1,0.9,0.352739999999996,0.352739999999996,28,2.3,3.3,2,2,2,4,4,4,4,3,3,2,3,3,3,2,2,4,5,4,4,4,5,6,5,NA,6,6,2,2,1,1,2996,2,4,1,5,"Black Campus Connector","FASt_12plus"
1,5,-1.52225398121682,7,6,-0.0408830744071951,1,0,0,5,0.501733632469916,3,0.68265306122449,5,18,7.8078,1,0,-2.5048,1,"Other/Multiracial/Unknown","With family (commuting)","Female",0,-0.2402,6,0,-0.6,-1.14726,0,12,0.7,1.7,2,2,2,3,2,2,3,2,2,2,2,2,1,4,3,3,4,4,4,3,3,4,4,4,4,4,3,1,3,2,2997,1,1,0,8,"Multiracial Bridge-Builder","non_FASt_1_11"
0,6,-0.522253981216823,7,7,0.959116925592805,1,0,0,6,1.50173363246992,2,-0.31734693877551,2,3,-7.1922,1,0,-2.5048,1,"Asian","With family (commuting)","Female",0,-0.2402,20,1,0.8,0.252739999999996,0.252739999999996,-8,-1.3,-0.3,4,4,3,4,4,4,4,4,3,4,4,4,3,4,4,1,2,2,2,2,2,6,NA,6,6,5,2,2,3,2,2998,2,5,1,10,"Continuing-Gen Cruiser","FASt_12plus"
1,6,-0.522253981216823,6,5,-1.0408830744072,0,0,0,6,1.50173363246992,1,-1.31734693877551,3,8,-2.1922,1,0,-2.5048,1,"Hispanic/Latino","On-campus (residence hall)","Male",1,0.7598,4,0,-0.8,-1.34726,0,20,1.5,2.5,4,4,4,3,3,4,3,3,4,3,4,4,4,3,3,3,2,3,3,3,2,5,NA,5,5,5,1,2,3,3,2999,1,2,1,9,"Hispanic On-Campus Transitioner","non_FASt_1_11"
1,7,0.477746018783177,7,5,-1.0408830744072,1,0,1,7,2.50173363246992,2,-0.31734693877551,2,3,-7.1922,3,8,5.4952,0,"White","On-campus (residence hall)","Female",0,-0.2402,22,1,1,0.452739999999996,0.452739999999996,-13,-1.8,-0.8,4,4,4,2,3,3,3,4,4,4,4,3,3,4,4,2,2,2,2,2,2,5,5,6,5,5,2,3,2,2,3000,2,6,1,6,"White Residential Traditional","FASt_12plus"
0,7,0.477746018783177,7,5,-1.0408830744072,0,0,0,3,-1.49826636753008,3,0.68265306122449,4,13,2.8078,1,0,-2.5048,1,"Hispanic/Latino","On-campus (residence hall)","Male",1,0.7598,33,1,2.1,1.55274,1.55274,15,1,2,3,2,3,4,3,3,3,3,3,3,3,3,2,3,3,4,4,4,4,4,4,NA,5,4,5,4,3,2,2,3,3001,2,5,1,9,"Hispanic On-Campus Transitioner","FASt_12plus"
0,6,-0.522253981216823,7,6,-0.0408830744071951,0,1,0,5,0.501733632469916,3,0.68265306122449,3,8,-2.1922,1,0,-2.5048,0,"White","On-campus (residence hall)","Male",1,0.7598,48,1,3.6,3.05274,3.05274,-6,-1.1,-0.1,3,2,3,3,3,3,3,4,3,3,3,3,3,4,4,2,2,2,NA,2,2,5,5,5,6,5,3,1,2,2,3002,2,7,1,6,"White Residential Traditional","FASt_12plus"
1,8,1.47774601878318,7,6,-0.0408830744071951,1,0,0,7,2.50173363246992,2,-0.31734693877551,4,13,2.8078,1,0,-2.5048,0,"Black/African American","Off-campus (rent/apartment)","Male",1,0.7598,18,1,0.6,0.0527399999999959,0.0527399999999959,32,2.7,3.7,3,3,3,3,3,4,3,4,2,3,2,3,2,2,2,4,4,3,5,3,4,5,4,4,4,5,2,2,2,2,3003,2,6,1,12,"Black Male Striver","FASt_12plus"
0,5,-1.52225398121682,7,8,1.9591169255928,0,0,0,4,-0.498266367530084,3,0.68265306122449,4,13,2.8078,1,0,-2.5048,1,"Hispanic/Latino","On-campus (residence hall)","Male",0,-0.2402,1,0,-1.1,-1.64726,0,3,-0.2,0.8,2,3,3,3,4,3,3,3,3,2,1,2,2,4,4,NA,2,3,2,3,3,3,4,3,3,4,3,2,2,1,3004,1,2,1,9,"Hispanic On-Campus Transitioner","non_FASt_1_11"
1,7,0.477746018783177,6,5,-1.0408830744072,0,0,0,4,-0.498266367530084,2,-0.31734693877551,5,18,7.8078,1,0,-2.5048,1,"White","On-campus (residence hall)","",0,-0.2402,10,0,-0.2,-0.747260000000004,0,-5,-1,0,3,4,3,3,3,2,2,2,4,4,4,4,4,4,3,1,1,1,1,1,1,7,7,7,7,7,2,1,2,2,3005,1,1,0,6,"White Residential Traditional","non_FASt_1_11"
0,7,0.477746018783177,7,6,-0.0408830744071951,1,0,0,6,1.50173363246992,2,-0.31734693877551,2,3,-7.1922,1,0,-2.5048,1,"Hispanic/Latino","With family (commuting)","Female",1,0.7598,0,0,-1.2,-1.74726,0,1,-0.4,0.6,4,3,4,3,3,2,3,3,2,2,2,2,2,2,2,5,5,5,6,5,6,5,5,5,6,5,2,1,3,1,3006,0,2,1,1,"Latina Commuter Caretaker","non_DE"
0,6,-0.522253981216823,6,5,-1.0408830744072,1,0,0,5,0.501733632469916,3,0.68265306122449,5,18,7.8078,5,18,15.4952,0,"Black/African American","Off-campus (rent/apartment)","Male",0,-0.2402,19,1,0.7,0.152739999999996,0.152739999999996,-5,-1,0,4,4,4,2,2,2,2,1,2,2,2,2,2,3,3,5,NA,5,5,5,4,5,5,5,5,5,3,2,2,3,3007,2,7,1,12,"Black Male Striver","FASt_12plus"
0,7,0.477746018783177,7,6,-0.0408830744071951,0,0,1,6,1.50173363246992,3,0.68265306122449,5,18,7.8078,1,0,-2.5048,0,"White","On-campus (residence hall)","Male",0,-0.2402,1,0,-1.1,-1.64726,0,19,1.4,2.4,4,4,4,3,3,2,2,4,3,2,3,3,3,3,4,4,3,3,3,2,4,6,6,6,6,5,3,3,3,1,3008,1,2,1,6,"White Residential Traditional","non_FASt_1_11"
1,5,-1.52225398121682,7,5,-1.0408830744072,1,1,0,4,-0.498266367530084,3,0.68265306122449,5,18,7.8078,2,3,0.4952,1,"Hispanic/Latino","With family (commuting)","Female",0,-0.2402,2,0,-1,-1.54726,0,32,2.7,3.7,3,3,3,2,2,3,2,4,4,4,4,4,4,4,3,5,5,5,5,5,4,5,4,5,5,4,3,1,2,2,3009,1,3,1,1,"Latina Commuter Caretaker","non_FASt_1_11"
0,8,1.47774601878318,7,5,-1.0408830744072,0,0,1,5,0.501733632469916,2,-0.31734693877551,5,18,7.8078,1,0,-2.5048,0,"White","Off-campus (rent/apartment)","Female",1,0.7598,34,1,2.2,1.65274,1.65274,-10,-1.5,-0.5,4,3,4,3,3,3,3,3,3,3,3,3,2,3,4,1,1,1,1,1,1,7,7,7,7,7,2,1,2,2,3010,2,6,1,10,"Continuing-Gen Cruiser","FASt_12plus"
1,7,0.477746018783177,7,6,-0.0408830744071951,1,0,1,3,-1.49826636753008,3,0.68265306122449,8,35,24.8078,1,0,-2.5048,0,"Hispanic/Latino","On-campus (residence hall)","Male",1,0.7598,45,1,3.3,2.75274,2.75274,14,0.9,1.9,4,3,3,2,2,3,2,2,2,2,2,2,2,3,2,4,3,4,NA,4,NA,4,5,4,4,4,3,4,3,4,3011,2,4,1,9,"Hispanic On-Campus Transitioner","FASt_12plus"
0,6,-0.522253981216823,7,6,-0.0408830744071951,1,0,1,3,-1.49826636753008,2,-0.31734693877551,2,3,-7.1922,1,0,-2.5048,0,"White","With family (commuting)","Female",0,-0.2402,8,0,-0.4,-0.947260000000004,0,1,-0.4,0.6,2,2,2,3,3,2,4,3,2,2,2,3,2,4,3,4,4,3,NA,4,3,5,6,6,6,NA,2,1,3,2,3012,1,1,0,11,"White Rural First-Gen","non_FASt_1_11"
0,6,-0.522253981216823,6,5,-1.0408830744072,1,0,1,3,-1.49826636753008,2,-0.31734693877551,2,3,-7.1922,1,0,-2.5048,0,"Hispanic/Latino","On-campus (residence hall)","Female",0,-0.2402,10,0,-0.2,-0.747260000000004,0,26,2.1,3.1,3,3,3,4,4,4,4,4,3,4,4,3,4,3,3,3,4,3,3,4,3,6,5,5,5,5,2,3,2,3,3013,1,1,0,9,"Hispanic On-Campus Transitioner","non_FASt_1_11"
0,8,1.47774601878318,7,6,-0.0408830744071951,0,1,1,3,-1.49826636753008,2,-0.31734693877551,8,35,24.8078,1,0,-2.5048,0,"Asian","With family (commuting)","Male",0,-0.2402,51,1,3.9,3.35274,3.35274,24,1.9,2.9,2,2,2,3,3,3,3,3,3,3,3,3,3,2,2,3,2,3,3,2,2,4,NA,4,4,NA,2,3,1,3,3014,2,7,1,3,"Asian High-Pressure Achiever","FASt_12plus"
0,7,0.477746018783177,7,5,-1.0408830744072,1,0,0,5,0.501733632469916,2,-0.31734693877551,5,18,7.8078,1,0,-2.5048,1,"","Off-campus (rent/apartment)","Male",0,-0.2402,30,1,1.8,1.25274,1.25274,17,1.2,2.2,3,3,3,3,3,3,3,3,4,3,4,4,4,3,3,3,3,3,4,3,3,6,6,6,5,5,2,2,2,3,3015,2,4,1,8,"Multiracial Bridge-Builder","FASt_12plus"
1,7,0.477746018783177,7,7,0.959116925592805,0,1,1,NA,NA,2,-0.31734693877551,4,13,2.8078,1,0,-2.5048,1,"Hispanic/Latino","With family (commuting)","Female",0,-0.2402,6,0,-0.6,-1.14726,0,-8,-1.3,-0.3,2,2,2,2,2,2,2,2,3,4,3,3,4,2,2,4,4,4,4,4,NA,3,3,3,3,3,2,1,1,2,3016,1,2,1,1,"Latina Commuter Caretaker","non_FASt_1_11"
0,7,0.477746018783177,7,5,-1.0408830744072,1,0,0,5,0.501733632469916,2,-0.31734693877551,3,8,-2.1922,1,0,-2.5048,0,"White","With family (commuting)","Female",1,0.7598,19,1,0.7,0.152739999999996,0.152739999999996,-6,-1.1,-0.1,2,2,2,2,2,2,3,3,2,3,2,2,2,4,3,4,4,4,4,4,4,4,4,NA,4,NA,2,1,3,2,3017,2,5,1,11,"White Rural First-Gen","FASt_12plus"
0,6,-0.522253981216823,7,NA,NA,1,1,NA,4,-0.498266367530084,2,-0.31734693877551,4,13,2.8078,2,3,0.4952,1,"Hispanic/Latino","Off-campus (rent/apartment)","Male",0,-0.2402,53,1,4.1,3.55274,3.55274,24,1.9,2.9,2,3,3,4,4,4,3,3,2,2,2,1,1,3,3,4,5,NA,NA,4,4,4,4,5,5,4,2,3,2,2,3018,2,7,1,2,"Latino Off-Campus Working","FASt_12plus"
0,5,-1.52225398121682,7,6,-0.0408830744071951,0,0,0,5,0.501733632469916,2,-0.31734693877551,2,3,-7.1922,2,3,0.4952,0,"Other/Multiracial/Unknown","With family (commuting)","Male",0,-0.2402,15,1,0.3,-0.247260000000004,-0.247260000000004,20,1.5,2.5,3,3,3,3,2,2,3,3,3,3,3,3,3,4,3,5,5,5,5,5,5,6,6,7,7,7,2,2,2,3,3019,2,4,1,8,"Multiracial Bridge-Builder","FASt_12plus"
0,6,-0.522253981216823,6,6,-0.0408830744071951,0,1,0,5,0.501733632469916,1,-1.31734693877551,2,3,-7.1922,1,0,-2.5048,1,"Hispanic/Latino","On-campus (residence hall)","Female",1,0.7598,11,0,-0.1,-0.647260000000004,0,32,2.7,3.7,3,3,3,3,2,3,3,3,3,3,3,2,2,3,3,3,3,3,4,3,3,6,7,6,7,6,1,2,1,3,3020,1,1,0,9,"Hispanic On-Campus Transitioner","non_FASt_1_11"
0,6,-0.522253981216823,7,6,-0.0408830744071951,0,1,0,4,-0.498266367530084,1,-1.31734693877551,2,3,-7.1922,2,3,0.4952,0,"Hispanic/Latino","With family (commuting)","Female",0,-0.2402,3,0,-0.9,-1.44726,0,29,2.4,3.4,2,2,2,2,3,2,2,2,3,3,3,2,4,3,3,4,4,4,4,4,4,6,6,6,6,6,1,2,2,1,3021,1,1,0,1,"Latina Commuter Caretaker","non_FASt_1_11"
1,6,-0.522253981216823,5,5,-1.0408830744072,0,0,0,4,-0.498266367530084,3,0.68265306122449,2,3,-7.1922,1,0,-2.5048,1,"Asian","Off-campus (rent/apartment)","Male",0,-0.2402,8,0,-0.4,-0.947260000000004,0,-13,-1.8,-0.8,2,2,NA,4,4,4,4,3,2,2,1,2,2,2,2,4,4,4,5,5,NA,4,3,3,4,4,3,1,2,2,3022,1,2,1,4,"Asian First-Gen Navigator","non_FASt_1_11"
0,NA,NA,7,5,-1.0408830744072,1,1,0,3,-1.49826636753008,2,-0.31734693877551,3,8,-2.1922,1,0,-2.5048,1,"Hispanic/Latino","With family (commuting)","Female",0,-0.2402,2,0,-1,-1.54726,0,29,2.4,3.4,4,4,4,2,2,3,2,3,4,4,4,3,4,2,3,5,5,5,5,5,6,5,5,5,6,6,2,3,2,2,3023,1,2,1,1,"Latina Commuter Caretaker","non_FASt_1_11"
0,7,0.477746018783177,7,8,1.9591169255928,0,0,0,4,-0.498266367530084,3,0.68265306122449,2,3,-7.1922,4,13,10.4952,1,"White","With family (commuting)","Male",1,0.7598,11,0,-0.1,-0.647260000000004,0,-4,-0.9,0.1,2,2,2,3,3,3,2,3,2,1,1,2,2,2,2,4,4,4,4,4,NA,4,4,4,4,4,3,2,2,2,3024,1,3,1,11,"White Rural First-Gen","non_FASt_1_11"
1,8,1.47774601878318,7,6,-0.0408830744071951,0,0,0,4,-0.498266367530084,4,1.68265306122449,5,18,7.8078,1,0,-2.5048,0,"Hispanic/Latino","On-campus (residence hall)","Male",1,0.7598,9,0,-0.3,-0.847260000000004,0,5,0,1,4,4,4,4,4,4,4,4,2,3,1,3,2,4,3,3,4,4,4,4,5,7,7,7,7,7,4,3,2,3,3025,1,1,0,9,"Hispanic On-Campus Transitioner","non_FASt_1_11"
1,6,-0.522253981216823,6,7,0.959116925592805,0,0,0,4,-0.498266367530084,4,1.68265306122449,3,8,-2.1922,1,0,-2.5048,1,"Hispanic/Latino","With family (commuting)","Female",0,-0.2402,11,0,-0.1,-0.647260000000004,0,-12,-1.7,-0.7,3,3,3,3,3,3,3,4,2,2,1,2,1,2,2,4,5,5,5,5,4,4,4,4,4,4,4,2,2,2,3026,1,1,0,1,"Latina Commuter Caretaker","non_FASt_1_11"
1,6,-0.522253981216823,7,6,-0.0408830744071951,0,0,0,4,-0.498266367530084,1,-1.31734693877551,6,23,12.8078,1,0,-2.5048,0,"White","With family (commuting)","",0,-0.2402,9,0,-0.3,-0.847260000000004,0,11,0.6,1.6,3,3,3,2,2,2,1,2,3,2,3,3,2,3,3,3,4,3,3,3,4,4,4,5,5,5,1,2,2,2,3027,1,2,1,11,"White Rural First-Gen","non_FASt_1_11"
0,6,-0.522253981216823,7,6,-0.0408830744071951,0,0,0,4,-0.498266367530084,3,0.68265306122449,7,28,17.8078,1,0,-2.5048,0,"Hispanic/Latino","On-campus (residence hall)","Female",1,0.7598,6,0,-0.6,-1.14726,0,32,2.7,3.7,3,3,3,4,4,4,4,3,3,2,4,3,3,3,3,4,3,4,3,4,4,4,4,4,4,5,3,1,2,3,3028,1,2,1,9,"Hispanic On-Campus Transitioner","non_FASt_1_11"
1,5,-1.52225398121682,7,5,-1.0408830744072,0,0,0,5,0.501733632469916,3,0.68265306122449,5,18,7.8078,1,0,-2.5048,1,"Hispanic/Latino","With family (commuting)","Female",0,-0.2402,28,1,1.6,1.05274,1.05274,-9,-1.4,-0.4,2,3,3,3,2,2,2,3,2,2,2,2,3,3,4,6,5,5,6,5,5,7,7,7,7,7,3,1,2,1,3029,2,6,1,1,"Latina Commuter Caretaker","FASt_12plus"
0,5,-1.52225398121682,6,7,0.959116925592805,1,0,NA,3,-1.49826636753008,2,-0.31734693877551,3,8,-2.1922,2,3,0.4952,0,"Other/Multiracial/Unknown","With family (commuting)","Male",0,-0.2402,9,0,-0.3,-0.847260000000004,0,3,-0.2,0.8,4,3,NA,3,3,3,3,3,3,4,4,4,3,2,3,4,3,4,4,3,4,6,5,6,6,6,2,2,3,2,3030,1,1,0,8,"Multiracial Bridge-Builder","non_FASt_1_11"
0,8,1.47774601878318,7,6,-0.0408830744071951,1,0,0,6,1.50173363246992,2,-0.31734693877551,5,18,7.8078,1,0,-2.5048,0,"Hispanic/Latino","Off-campus (rent/apartment)","Male",1,0.7598,6,0,-0.6,-1.14726,0,30,2.5,3.5,3,3,2,2,4,2,2,2,2,2,2,2,3,3,3,4,4,4,4,NA,4,6,5,6,6,5,2,3,4,1,3031,1,3,1,2,"Latino Off-Campus Working","non_FASt_1_11"
0,8,1.47774601878318,7,6,-0.0408830744071951,0,0,0,NA,NA,3,0.68265306122449,5,18,7.8078,1,0,-2.5048,0,"Hispanic/Latino","On-campus (residence hall)","Female",0,-0.2402,3,0,-0.9,-1.44726,0,6,0.1,1.1,3,3,4,4,4,4,4,4,3,3,1,3,2,4,4,3,3,3,3,2,NA,7,7,7,7,7,3,2,1,2,3032,1,3,1,9,"Hispanic On-Campus Transitioner","non_FASt_1_11"
0,7,0.477746018783177,7,7,0.959116925592805,1,0,1,4,-0.498266367530084,3,0.68265306122449,3,8,-2.1922,1,0,-2.5048,1,"Hispanic/Latino","Off-campus (rent/apartment)","Male",1,0.7598,0,0,-1.2,-1.74726,0,30,2.5,3.5,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,NA,4,3,4,4,3,4,4,3,5,4,3,2,2,2,3033,0,3,1,2,"Latino Off-Campus Working","non_DE"
0,7,0.477746018783177,6,5,-1.0408830744072,0,0,0,4,-0.498266367530084,1,-1.31734693877551,5,18,7.8078,1,0,-2.5048,1,"Hispanic/Latino","On-campus (residence hall)","Female",0,-0.2402,3,0,-0.9,-1.44726,0,25,2,3,3,3,2,3,4,3,3,3,3,4,4,3,4,3,3,4,4,4,4,4,4,6,5,6,5,5,1,1,2,1,3034,1,2,1,9,"Hispanic On-Campus Transitioner","non_FASt_1_11"
1,5,-1.52225398121682,5,8,1.9591169255928,0,0,0,3,-1.49826636753008,3,0.68265306122449,3,8,-2.1922,1,0,-2.5048,1,"Hispanic/Latino","With family (commuting)","Female",0,-0.2402,53,1,4.1,3.55274,3.55274,2,-0.3,0.7,3,3,3,2,3,2,3,2,3,3,2,3,3,2,2,6,6,6,NA,6,6,3,NA,3,3,3,3,3,1,2,3035,2,4,1,1,"Latina Commuter Caretaker","FASt_12plus"
0,6,-0.522253981216823,7,6,-0.0408830744071951,0,0,0,2,-2.49826636753008,3,0.68265306122449,2,3,-7.1922,1,0,-2.5048,0,"Asian","With family (commuting)","Male",0,-0.2402,18,1,0.6,0.0527399999999959,0.0527399999999959,20,1.5,2.5,1,1,1,3,3,3,3,3,4,4,2,3,4,2,2,4,3,3,4,3,4,5,4,4,4,5,3,1,2,1,3036,2,6,1,3,"Asian High-Pressure Achiever","FASt_12plus"
1,NA,NA,6,6,-0.0408830744071951,1,1,0,5,0.501733632469916,3,0.68265306122449,3,8,-2.1922,1,0,-2.5048,1,"White","With family (commuting)","Female",0,-0.2402,26,1,1.4,0.852739999999996,0.852739999999996,2,-0.3,0.7,4,4,3,3,3,3,4,3,2,3,2,2,2,3,3,3,4,3,4,3,4,4,5,4,4,NA,3,1,2,2,3037,2,4,1,11,"White Rural First-Gen","FASt_12plus"
0,8,1.47774601878318,6,6,-0.0408830744071951,0,0,0,5,0.501733632469916,4,1.68265306122449,2,3,-7.1922,2,3,0.4952,0,"White","On-campus (residence hall)","Male",1,0.7598,52,1,4,3.45274,3.45274,-7,-1.2,-0.2,4,3,4,4,4,3,4,4,3,3,3,3,3,3,3,4,3,4,3,3,3,6,5,6,5,6,4,1,2,2,3038,2,5,1,6,"White Residential Traditional","FASt_12plus"
0,NA,NA,7,6,-0.0408830744071951,1,0,0,3,-1.49826636753008,3,0.68265306122449,2,3,-7.1922,1,0,-2.5048,1,"Hispanic/Latino","With family (commuting)","Female",0,-0.2402,0,0,-1.2,-1.74726,0,4,-0.1,0.9,3,3,3,3,4,3,4,3,3,2,3,3,3,3,3,4,3,4,NA,3,4,4,3,4,4,3,3,2,2,3,3039,0,3,1,1,"Latina Commuter Caretaker","non_DE"
0,8,1.47774601878318,7,5,-1.0408830744072,0,1,0,2,-2.49826636753008,2,-0.31734693877551,3,8,-2.1922,5,18,15.4952,0,"Hispanic/Latino","With family (commuting)","Female",0,-0.2402,21,1,0.9,0.352739999999996,0.352739999999996,32,2.7,3.7,3,2,3,2,2,2,2,2,3,2,2,4,4,4,4,4,NA,4,4,4,NA,4,4,4,4,4,2,2,2,2,3040,2,5,1,1,"Latina Commuter Caretaker","FASt_12plus"
0,5,-1.52225398121682,7,7,0.959116925592805,0,0,0,6,1.50173363246992,2,-0.31734693877551,3,8,-2.1922,1,0,-2.5048,1,"Hispanic/Latino","On-campus (residence hall)","Male",0,-0.2402,33,1,2.1,1.55274,1.55274,18,1.3,2.3,3,3,3,3,4,4,4,4,3,3,4,3,3,3,3,NA,3,2,2,2,3,5,5,5,5,5,2,1,3,3,3041,2,7,1,9,"Hispanic On-Campus Transitioner","FASt_12plus"
0,7,0.477746018783177,7,7,0.959116925592805,0,0,0,4,-0.498266367530084,4,1.68265306122449,4,13,2.8078,1,0,-2.5048,0,"White","Off-campus (rent/apartment)","Male",0,-0.2402,1,0,-1.1,-1.64726,0,8,0.3,1.3,2,1,1,2,2,2,2,2,2,3,2,2,3,2,2,6,5,5,5,5,6,5,NA,5,5,4,4,2,2,1,3042,1,3,1,13,"White Working-Class Striver","non_FASt_1_11"
0,7,0.477746018783177,7,NA,NA,1,0,0,3,-1.49826636753008,3,0.68265306122449,2,3,-7.1922,1,0,-2.5048,0,"","Off-campus (rent/apartment)","Male",0,-0.2402,2,0,-1,-1.54726,0,-1,-0.6,0.4,3,2,2,2,1,2,2,2,3,4,3,3,3,3,3,3,3,4,4,3,4,4,4,3,4,4,3,2,3,3,3043,1,2,1,13,"White Working-Class Striver","non_FASt_1_11"
1,6,-0.522253981216823,6,NA,NA,1,0,0,6,1.50173363246992,2,-0.31734693877551,3,8,-2.1922,1,0,-2.5048,0,"White","Off-campus (rent/apartment)","Female",0,-0.2402,4,0,-0.8,-1.34726,0,1,-0.4,0.6,2,2,2,3,2,2,3,3,2,2,2,2,1,2,2,4,4,4,4,4,5,4,4,5,4,5,2,2,2,3,3044,1,3,1,7,"White Off-Campus Working","non_FASt_1_11"
0,5,-1.52225398121682,6,6,-0.0408830744071951,1,0,0,5,0.501733632469916,2,-0.31734693877551,2,3,-7.1922,1,0,-2.5048,1,"Other/Multiracial/Unknown","Off-campus (rent/apartment)","",0,-0.2402,17,1,0.5,-0.0472600000000041,-0.0472600000000041,-2,-0.7,0.3,3,3,4,3,4,3,3,4,3,3,3,3,2,3,3,1,2,2,2,2,1,6,5,5,6,5,2,1,2,2,3045,2,5,1,8,"Multiracial Bridge-Builder","FASt_12plus"
1,7,0.477746018783177,7,5,-1.0408830744072,1,0,0,5,0.501733632469916,3,0.68265306122449,2,3,-7.1922,2,3,0.4952,1,"Hispanic/Latino","With family (commuting)","Female",0,-0.2402,6,0,-0.6,-1.14726,0,5,0,1,3,2,3,3,4,3,3,3,2,2,2,2,2,2,2,4,3,3,3,3,2,5,NA,5,5,NA,3,2,2,4,3046,1,1,0,1,"Latina Commuter Caretaker","non_FASt_1_11"
0,8,1.47774601878318,6,5,-1.0408830744072,0,0,0,5,0.501733632469916,2,-0.31734693877551,4,13,2.8078,1,0,-2.5048,1,"Asian","With family (commuting)","Female",1,0.7598,39,1,2.7,2.15274,2.15274,21,1.6,2.6,1,2,1,3,3,3,2,3,3,3,3,2,2,1,2,5,6,6,6,6,5,6,6,NA,5,5,2,1,2,2,3047,2,5,1,3,"Asian High-Pressure Achiever","FASt_12plus"
0,6,-0.522253981216823,7,5,-1.0408830744072,0,0,0,4,-0.498266367530084,3,0.68265306122449,2,3,-7.1922,1,0,-2.5048,1,"Asian","With family (commuting)","Female",1,0.7598,25,1,1.3,0.752739999999996,0.752739999999996,18,1.3,2.3,2,3,2,3,4,3,3,3,3,3,3,3,4,3,3,4,4,5,4,4,5,NA,4,4,4,5,3,1,3,3,3048,2,4,1,3,"Asian High-Pressure Achiever","FASt_12plus"
0,7,0.477746018783177,7,5,-1.0408830744072,0,1,0,3,-1.49826636753008,1,-1.31734693877551,5,18,7.8078,1,0,-2.5048,0,"White","With family (commuting)","Male",0,-0.2402,31,1,1.9,1.35274,1.35274,12,0.7,1.7,4,4,4,3,4,4,3,3,3,3,4,3,3,3,3,4,3,3,3,3,3,7,6,7,6,6,1,4,2,3,3049,2,5,1,10,"Continuing-Gen Cruiser","FASt_12plus"
0,8,1.47774601878318,7,6,-0.0408830744071951,0,1,0,2,-2.49826636753008,3,0.68265306122449,4,13,2.8078,4,13,10.4952,0,"Hispanic/Latino","With family (commuting)","Female",0,-0.2402,7,0,-0.5,-1.04726,0,14,0.9,1.9,2,2,2,3,4,3,3,3,3,2,2,2,2,2,2,5,4,5,4,5,5,5,6,NA,6,5,3,2,2,3,3050,1,2,1,1,"Latina Commuter Caretaker","non_FASt_1_11"
